gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Haemaphysalis-longicornis_KAH9374436.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23840;K10158;K00735;K10812;K10157,452.27;441.43;440.83;427.17;430.57,60.6;57.8;45.5;43.6;38.8,1.5e-16;1.3e-15;7e-12;2e-11;6.7e-10,"beta-1,3-glucuronyltransferase P [EC:2.4.1.135 2.4.1.-];galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [EC:2.4.1.135];galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 [EC:2.4.1.135];beta-1,3-glucuronyltransferase S [EC:2.4.1.135 2.4.1.-];galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 [EC:2.4.1.135]",Signal peptide,1,29,0.73,evidence=ECO:0000256,265,Haemaphysalis-longicornis,yes,60.6
Haemaphysalis-longicornis_KAH9374446.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K12597;K02088,87.9;595.93,19.5;10.9,0.00064;0.18,protein AIR1/2;cyclin-dependent kinase 3 [EC:2.7.11.22],Signal peptide,1,17,0.87,evidence=ECO:0000256,223,Haemaphysalis-longicornis,yes,19.5
Haemaphysalis-longicornis_KAH9374510.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05206;K05313;K06289;K23841;K05207,829.57;790.27;357.7;84.6;895.33,46.6;27.0;14.6;14.1;14.0,2e-12;1.8e-06;0.014;0.024;0.016,"glutamate receptor delta-1 subunit;glutamate receptor, ionotropic, invertebrate;spore germination protein AB;clarin;glutamate receptor delta-2 subunit",Signal peptide,1,20,1.0,evidence=ECO:0000256,556,Haemaphysalis-longicornis,yes,46.6
Haemaphysalis-longicornis_KAH9374572.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K07663,272.9,13.0,0.056,"two-component system, OmpR family, catabolic regulation response regulator CreB",Signal peptide,1,24,1.0,evidence=ECO:0000256,92,Haemaphysalis-longicornis,yes,13.0
Haemaphysalis-longicornis_KAH9374577.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,25,0.97,evidence=ECO:0000256,104,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9374598.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,144,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9374660.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.97,evidence=ECO:0000256,372,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9374717.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,0.96,evidence=ECO:0000256,181,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9374886.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.89,evidence=ECO:0000256,85,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9375055.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,15,0.84,evidence=ECO:0000256,162,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9375071.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K18599;K13582;K10107;K03529;K25590,210.2;270.6;244.67;556.13;292.87,15.9;15.1;15.0;12.2;10.4,0.0061;0.0083;0.011;0.034;0.19,nuclear migration protein JNM1;localization factor PodJL;capsular polysaccharide transport system permease protein;chromosome segregation protein;protein tyrosine kinase modulator,Signal peptide,1,18,0.95,evidence=ECO:0000256,387,Haemaphysalis-longicornis,yes,15.9
Haemaphysalis-longicornis_KAH9375252.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K08636;K01389;K08635;K01415;K09610,767.27;981.8;943.53;957.5;748.47,102.2;97.6;92.5;83.1;73.7,3.4e-29;7.900000000000001e-28;3.1e-26;1.3e-23;1.2e-20,phosphate-regulating neutral endopeptidase [EC:3.4.24.-];neprilysin [EC:3.4.24.11];neprilysin [EC:3.4.24.11];endothelin-converting enzyme [EC:3.4.24.71];endothelin-converting enzyme-like 1 [EC:3.4.24.-],Signal peptide,1,17,1.0,evidence=ECO:0000256,365,Haemaphysalis-longicornis,yes,102.2
Haemaphysalis-longicornis_KAH9375272.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,25,0.99,evidence=ECO:0000256,101,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9375288.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,0.81,evidence=ECO:0000256,128,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9375318.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,17,0.99,evidence=ECO:0000256,144,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9375350.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01389;K01415;K08636;K08635;K09610,981.8;957.5;767.27;943.53;748.47,166.7;151.4;140.3;119.3;56.8,1.1e-48;3.2000000000000004e-44;1e-40;2.4e-34;1.6e-15,neprilysin [EC:3.4.24.11];endothelin-converting enzyme [EC:3.4.24.71];phosphate-regulating neutral endopeptidase [EC:3.4.24.-];neprilysin [EC:3.4.24.11];endothelin-converting enzyme-like 1 [EC:3.4.24.-],Signal peptide,1,22,0.83,evidence=ECO:0000256,674,Haemaphysalis-longicornis,yes,166.7
Haemaphysalis-longicornis_KAH9375423.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K09250;K11238;K02519;K22951;K12879,112.77;784.73;317.2;1218.57;361.3,31.8;9.8;7.4;6.9;5.0,1.9e-07;0.15;1.5;0.9;4.0,cellular nucleic acid-binding protein;cytokinesis protein;translation initiation factor IF-2;HIV Gag or Gag-Pol polyprotein;THO complex subunit 2,Signal peptide,1,16,0.91,evidence=ECO:0000256,921,Haemaphysalis-longicornis,yes,31.8
Haemaphysalis-longicornis_KAH9375565.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,1.0,evidence=ECO:0000256,239,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9375639.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05093;K05094;K17341;K26107;K06491,1233.37;1116.97;1185.33;325.37;322.0,72.8;61.7;60.9;59.7;58.1,2.3e-20;6e-17;2.5e-17;3.1e-16;6.2e-16,fibroblast growth factor receptor 2 [EC:2.7.10.1];fibroblast growth factor receptor 3 [EC:2.7.10.1];hemicentin;fibroblast growth factor receptor-like 1;neural cell adhesion molecule,Signal peptide,1,19,0.99,evidence=ECO:0000256,248,Haemaphysalis-longicornis,yes,72.8
Haemaphysalis-longicornis_KAH9375842.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan,K17493;K13638;K24010;K24644,115.8;161.37;175.47;411.2,15.4;13.8;11.4;9.3,0.0049;0.041;0.2;0.23,"calmodulin-regulated spectrin-associated protein;MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA;cytochrome aa3-type oxidase subunit II [EC:7.1.1.4];PR domain zinc finger protein 11 [EC:2.1.1.-]",Signal peptide,1,24,0.94,evidence=ECO:0000256,314,Haemaphysalis-longicornis,yes,15.4
Haemaphysalis-longicornis_KAH9375996.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K25590;K03969;K03529;K09419;K11341,292.87;97.33;556.13;216.57;134.17,14.0;13.0;11.9;11.8;11.6,0.015;0.06;0.043;0.12;0.19,"protein tyrosine kinase modulator;phage shock protein A;chromosome segregation protein;heat shock transcription factor, other eukaryote;YEATS domain-containing protein 4",Signal peptide,1,17,1.0,evidence=ECO:0000256,406,Haemaphysalis-longicornis,yes,14.0
Haemaphysalis-longicornis_KAH9376014.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K15689;K15693;K19042;K15688;K10641,271.4;82.87;70.03;99.5;175.9,49.9;49.7;43.1;40.6;40.1,2.9e-13;4.8e-13;5.1e-11;2.1e-10;1.5e-10,E3 ubiquitin-protein ligase NEURL3 [EC:2.3.2.27];E3 ubiquitin-protein ligase RNF26 [EC:2.3.2.27];E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27];E3 ubiquitin-protein ligase MUL1 [EC:2.3.2.27];E3 ubiquitin-protein ligase LRSAM1 [EC:2.3.2.27],Signal peptide,1,23,0.86,evidence=ECO:0000256,292,Haemaphysalis-longicornis,yes,49.9
Haemaphysalis-longicornis_KAH9376104.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05206;K05207;K19005;K05197;K05198,829.57;895.33;536.63;1378.53;1285.17,29.5;21.3;13.6;11.5;9.6,3.1e-07;0.0001;0.023;0.075;0.39,glutamate receptor delta-1 subunit;glutamate receptor delta-2 subunit;lipoteichoic acid synthase [EC:2.7.8.20];glutamate receptor 1;glutamate receptor 2,Signal peptide,1,23,0.78,evidence=ECO:0000256,560,Haemaphysalis-longicornis,yes,29.5
Haemaphysalis-longicornis_KAH9376105.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.95,evidence=ECO:0000256,103,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9376108.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan,K05206;K05207;K19005;K05313,829.57;895.33;536.63;790.27,25.6;22.6;12.3;1.8,4.7e-06;4e-05;0.061;71.0,"glutamate receptor delta-1 subunit;glutamate receptor delta-2 subunit;lipoteichoic acid synthase [EC:2.7.8.20];glutamate receptor, ionotropic, invertebrate",Signal peptide,1,24,0.84,evidence=ECO:0000256,566,Haemaphysalis-longicornis,yes,25.6
Haemaphysalis-longicornis_KAH9376109.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K04659,1081.7,6.5,2.3,thrombospondin 2/3/4/5,Signal peptide,1,20,0.99,evidence=ECO:0000256,161,Haemaphysalis-longicornis,yes,6.5
Haemaphysalis-longicornis_KAH9376123.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K20047;K23326;K14405;K12831;K06274,532.57;311.7;68.3;172.5;511.17,7.9;7.0;4.2;4.1;3.6,0.74;3.4;34.0;31.0;31.0,actin cytoskeleton-regulatory complex protein PAN1;cyclin K;pre-mRNA 3'-end-processing factor FIP1;splicing factor 3B subunit 4;vasodilator-stimulated phosphoprotein,Signal peptide,1,18,0.97,evidence=ECO:0000256,297,Haemaphysalis-longicornis,yes,7.9
Haemaphysalis-longicornis_KAH9376147.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,1.0,evidence=ECO:0000256,179,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9376282.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.94,evidence=ECO:0000256,65,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9376401.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K11496;K20437,477.6;291.9,12.9;12.8,0.043;0.083,centromere protein B;validoxylamine A 7'-phosphate phosphatase [EC:3.1.3.101],Signal peptide,1,19,0.99,evidence=ECO:0000256,163,Haemaphysalis-longicornis,yes,12.9
Haemaphysalis-longicornis_KAH9376591.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23489;K07805;K14317;K14307;K06831,786.2;162.1;211.6;97.33;198.7,22.1;10.2;7.5;7.2;6.3,3e-05;0.79;0.94;3.9;7.4,HGF/MSP/plasminogen-like protein;putative membrane protein PagD;nuclear pore complex protein Nup214;nucleoporin p58/p45;galectin-3,Signal peptide,1,22,0.96,evidence=ECO:0000256,128,Haemaphysalis-longicornis,yes,22.1
Haemaphysalis-longicornis_KAH9376592.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K23489;K14317,786.2;211.6,34.8;3.9,4.6e-09;11.0,HGF/MSP/plasminogen-like protein;nuclear pore complex protein Nup214,Signal peptide,1,15,0.97,evidence=ECO:0000256,171,Haemaphysalis-longicornis,yes,34.8
Haemaphysalis-longicornis_KAH9376732.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05643;K05641;K05644;K05642;K05646,1718.63;3101.33;3300.23;2756.87;3202.53,68.3;27.9;20.5;17.6;16.7,3.3e-19;3.6e-07;5.4e-05;0.00046;0.00059,"ATP-binding cassette, subfamily A (ABC1), member 3;ATP-binding cassette, subfamily A (ABC1), member 1;ATP-binding cassette, subfamily A (ABC1), member 4;ATP-binding cassette, subfamily A (ABC1), member 2;ATP-binding cassette, subfamily A (ABC1), member 12",Signal peptide,1,19,0.91,evidence=ECO:0000256,275,Haemaphysalis-longicornis,yes,68.3
Haemaphysalis-longicornis_KAH9376778.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,17,0.98,evidence=ECO:0000256,111,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9376916.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.98,evidence=ECO:0000256,86,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9377106.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.98,evidence=ECO:0000256,181,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9377108.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K14999;K07424;K15003;K01832;K07427,676.83;647.67;636.13;601.23;743.9,117.2;91.1;88.7;70.4;57.7,9.4e-34;9.999999999999999e-26;3.9999999999999997e-25;1.4e-19;8.8e-16,cytochrome P450 family 6 [EC:1.14.-.-];cytochrome P450 family 3 subfamily A [EC:1.14.14.1];cytochrome P450 family 9 [EC:1.14.-.-];thromboxane-A synthase [EC:5.3.99.5];docosahexaenoic acid omega-hydroxylase [EC:1.14.14.79],Signal peptide,1,18,0.95,evidence=ECO:0000256,155,Haemaphysalis-longicornis,yes,117.2
Haemaphysalis-longicornis_KAH9377385.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K17524;K17523;K17526,607.9;596.3;739.47,38.4;33.2;14.0,9.2e-10;2.7e-08;0.019,chitinase 3-like 3/4;chitinase-3-like protein 1/2;oviduct-specific glycoprotein,Signal peptide,1,22,0.97,evidence=ECO:0000256,119,Haemaphysalis-longicornis,yes,38.4
Haemaphysalis-longicornis_KAH9377498.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K23209,173.63,19.8,0.00029,DNA transposase THAP9 [EC:2.7.7.-],Signal peptide,1,27,0.8,evidence=ECO:0000256,96,Haemaphysalis-longicornis,yes,19.8
Haemaphysalis-longicornis_KAH9377535.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K16660,548.33,12.9,0.041,reticulon-4 receptor-like 1,Signal peptide,1,23,0.99,evidence=ECO:0000256,217,Haemaphysalis-longicornis,yes,12.9
Haemaphysalis-longicornis_KAH9377545.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K05206;K05207,829.57;895.33,17.9;17.2,0.00099;0.0017,glutamate receptor delta-1 subunit;glutamate receptor delta-2 subunit,Signal peptide,1,21,0.95,evidence=ECO:0000256,576,Haemaphysalis-longicornis,yes,17.9
Haemaphysalis-longicornis_KAH9377600.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K08186;K11810;K08181;K08190;K08184,570.5;524.7;500.9;515.23;763.37,103.5;86.4;73.0;67.3;52.3,1.0000000000000001e-29;1.8999999999999998e-24;2.1e-20;1.1e-18;3.9e-14,"MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 7",Signal peptide,1,28,0.78,evidence=ECO:0000256,310,Haemaphysalis-longicornis,yes,103.5
Haemaphysalis-longicornis_KAH9377637.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K10448;K10455;K10443;K10450;K10456,596.67;715.6;795.7;680.87;648.27,174.8;102.2;95.2;90.1;89.3,3.3e-51;3.1999999999999997e-29;3.6e-27;1.3e-25;2.3e-25,kelch-like protein 10;kelch-like protein 18;kelch-like protein 2/3;kelch-like protein 12;kelch-like protein 19,Signal peptide,1,26,0.99,evidence=ECO:0000256,423,Haemaphysalis-longicornis,yes,174.8
Haemaphysalis-longicornis_KAH9377683.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K05206;K05207;K05197,829.57;895.33;1378.53,24.4;17.5;9.5,1e-05;0.0014;0.31,glutamate receptor delta-1 subunit;glutamate receptor delta-2 subunit;glutamate receptor 1,Signal peptide,1,16,0.98,evidence=ECO:0000256,198,Haemaphysalis-longicornis,yes,24.4
Haemaphysalis-longicornis_KAH9377712.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01389;K09610;K01415;K08635;K06577,981.8;748.47;957.5;943.53;670.1,66.6;55.4;52.1;46.4;42.2,1.9e-18;4e-15;3e-14;2.5e-12;4.2e-11,neprilysin [EC:3.4.24.11];endothelin-converting enzyme-like 1 [EC:3.4.24.-];endothelin-converting enzyme [EC:3.4.24.71];neprilysin [EC:3.4.24.11];Kell blood group glycoprotein [EC:3.4.24.-],Signal peptide,1,27,0.99,evidence=ECO:0000256,151,Haemaphysalis-longicornis,yes,66.6
Haemaphysalis-longicornis_KAH9378177.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K07418;K07422;K17854;K07412;K07413,721.4;668.73;707.13;760.2;810.3,27.1;18.0;17.3;16.3;15.4,1.8e-06;0.0011;0.0017;0.0044;0.0056,cytochrome P450 family 2 subfamily J [EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75];long-chain fatty acid omega-monooxygenase [EC:1.14.14.80];cytochrome P450 family 2 subfamily K [EC:1.14.-.-];cytochrome P450 family 2 subfamily B [EC:1.14.14.1];cytochrome P450 family 2 subfamily C [EC:1.14.14.1],Signal peptide,1,21,0.98,evidence=ECO:0000256,63,Haemaphysalis-longicornis,yes,27.1
Haemaphysalis-longicornis_KAH9378504.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K23209,173.63,10.9,0.14,DNA transposase THAP9 [EC:2.7.7.-],Signal peptide,1,18,0.88,evidence=ECO:0000256,87,Haemaphysalis-longicornis,yes,10.9
Haemaphysalis-longicornis_KAH9378536.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.92,evidence=ECO:0000256,153,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9378674.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K05263,91.3,9.6,0.69,secretin,Signal peptide,1,22,1.0,evidence=ECO:0000256,166,Haemaphysalis-longicornis,yes,9.6
Haemaphysalis-longicornis_KAH9378809.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K25104,343.03,14.6,0.019,nickel transport system permease protein,Signal peptide,1,21,0.9,evidence=ECO:0000256,211,Haemaphysalis-longicornis,yes,14.6
Haemaphysalis-longicornis_KAH9379078.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,29,0.87,evidence=ECO:0000256,178,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9379158.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K12280;K12026;K13582;K06286;K03632,100.13;410.43;270.6;151.6;349.8,15.5;14.8;13.7;13.4;13.2,0.01;0.0094;0.022;0.023;0.015,MSHA biogenesis protein MshJ;tripartite motif-containing protein 56 [EC:2.3.2.27];localization factor PodJL;septation ring formation regulator;chromosome partition protein MukB,Signal peptide,1,22,0.91,evidence=ECO:0000256,264,Haemaphysalis-longicornis,yes,15.5
Haemaphysalis-longicornis_KAH9379338.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,26,0.99,evidence=ECO:0000256,168,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9379342.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.79,evidence=ECO:0000256,176,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9379356.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05313;K05207;K05206;K05204;K05197,790.27;895.33;829.57;1365.63;1378.53,48.7;44.6;32.3;22.2;21.1,4.9e-13;9.2e-12;4.4e-08;4.5e-05;9.5e-05,"glutamate receptor, ionotropic, invertebrate;glutamate receptor delta-2 subunit;glutamate receptor delta-1 subunit;glutamate receptor, ionotropic kainate 4;glutamate receptor 1",Signal peptide,1,21,0.99,evidence=ECO:0000256,627,Haemaphysalis-longicornis,yes,48.7
Haemaphysalis-longicornis_KAH9379360.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05313;K05207;K05206;K05202;K05198,790.27;895.33;829.57;1547.17;1285.17,31.8;23.1;21.7;13.8;8.7,6.1e-08;3e-05;6.8e-05;0.017;0.68,"glutamate receptor, ionotropic, invertebrate;glutamate receptor delta-2 subunit;glutamate receptor delta-1 subunit;glutamate receptor, ionotropic kainate 2;glutamate receptor 2",Signal peptide,1,21,1.0,evidence=ECO:0000256,531,Haemaphysalis-longicornis,yes,31.8
Haemaphysalis-longicornis_KAH9379361.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.99,evidence=ECO:0000256,321,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9379372.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K18808;K10169;K05401;K05398;K10159,524.03;1053.97;814.83;1102.73;679.7,342.6;259.1;239.2;215.8;201.2,6.3e-102;1.1e-76;6.9e-71;1.1e-63;2.4e-59,toll-like receptor 13;toll-like receptor 6;toll-like receptor 3;toll-like receptor 1;toll-like receptor 2,Signal peptide,1,18,0.92,evidence=ECO:0000256,779,Haemaphysalis-longicornis,yes,342.6
Haemaphysalis-longicornis_KAH9379499.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K23209,173.63,23.2,2.6e-05,DNA transposase THAP9 [EC:2.7.7.-],Signal peptide,1,17,0.93,evidence=ECO:0000256,113,Haemaphysalis-longicornis,yes,23.2
Haemaphysalis-longicornis_KAH9379648.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01238;K16336;K12284;K17298;K06568,281.4;148.13;111.43;181.77;225.27,16.3;15.5;15.4;14.8;13.5,0.005;0.018;0.013;0.011;0.031,SUN family beta-glucosidase [EC:3.2.1.-];syndecan 2;MSHA biogenesis protein MshN;mucin-13;mucin-1,Signal peptide,1,26,1.0,evidence=ECO:0000256,276,Haemaphysalis-longicornis,yes,16.3
Haemaphysalis-longicornis_KAH9379770.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K16665;K23533;K17256;K24492;K13023,320.17;375.27;378.8;420.0;398.7,49.2;47.5;45.9;45.8;44.5,3.9e-13;8.2e-13;2.8e-12;2.8e-12;7.5e-12,leucine-rich repeat transmembrane neuronal protein 1/2;leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein;insulin-like growth factor-binding protein complex acid labile subunit;leucine-rich repeat neuronal protein 1/2/3;carboxypeptidase N regulatory subunit,Signal peptide,1,21,1.0,evidence=ECO:0000256,229,Haemaphysalis-longicornis,yes,49.2
Haemaphysalis-longicornis_KAH9379833.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K09191;K15618;K20796;K22402;K09229,154.57;426.4;456.77;355.8;539.83,151.4;139.3;138.1;137.8;137.1,6.400000000000001e-44;2.7e-40;5.4e-40;3.9e-40;1.1e-39,general transcription factor IIIA;B-cell lymphoma 6 protein;[histone H3]-lysine4 N-trimethyltransferase PRDM7/9 [EC:2.1.1.354];GDNF-inducible zinc finger protein 1;KRAB and SCAN domains-containing zinc finger protein,Signal peptide,1,23,0.93,evidence=ECO:0000256,275,Haemaphysalis-longicornis,yes,151.4
