gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Amblyomma-sculptum_GEEX01002524.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K02981;K14563;K13199;K12623;K17446,239.87;307.20;227.20;82.50;1603.23,16.8;16.2;10.9;10.9;9.3,0.002;0.0028;0.13;0.18;0.13,small subunit ribosomal protein S2e;rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-];plasminogen activator inhibitor 1 RNA-binding protein;U6 snRNA-associated Sm-like protein LSm4;insulin receptor substrate 4,Signal peptide,1,19,1.0,evidence=ECO:0000256,219,Amblyomma-sculptum,yes,16.8
Dermacentor-variabilis_GGQS01020316.1.p1,8364.ENSXETP00000047204,4.810000000000001e-35,148.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,480FU@7711|Chordata,49297@7742|Vertebrata",7742|Vertebrata,O,C5L2 anaphylatoxin chemotactic receptor binding,C3,"GO:0000323,GO:0001664,GO:0001775,GO:0001796,GO:0001798,GO:0001817,GO:0001819,GO:0001932,GO:0001934,GO:0001969,GO:0001970,GO:0002250,GO:0002252,GO:0002253,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002449,GO:0002455,GO:0002460,GO:0002507,GO:0002520,GO:0002673,GO:0002675,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002712,GO:0002714,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0002861,GO:0002863,GO:0002864,GO:0002866,GO:0002883,GO:0002885,GO:0002886,GO:0002888,GO:0002889,GO:0002891,GO:0002892,GO:0002894,GO:0002920,GO:0002922,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005783,GO:0005788,GO:0005886,GO:0006464,GO:0006508,GO:0006807,GO:0006810,GO:0006887,GO:0006897,GO:0006909,GO:0006911,GO:0006950,GO:0006952,GO:0006955,GO:0006956,GO:0006957,GO:0006958,GO:0006959,GO:0007154,GO:0007165,GO:0007186,GO:0007275,GO:0007596,GO:0007599,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008277,GO:0008289,GO:0009605,GO:0009607,GO:0009611,GO:0009617,GO:0009719,GO:0009725,GO:0009889,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010324,GO:0010468,GO:0010562,GO:0010574,GO:0010575,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010827,GO:0010828,GO:0010866,GO:0010883,GO:0010884,GO:0010954,GO:0012505,GO:0014070,GO:0016020,GO:0016043,GO:0016064,GO:0016192,GO:0016787,GO:0017171,GO:0019216,GO:0019220,GO:0019222,GO:0019538,GO:0019724,GO:0022603,GO:0023051,GO:0023052,GO:0023056,GO:0030100,GO:0030141,GO:0030162,GO:0030449,GO:0031323,GO:0031325,GO:0031326,GO:0031347,GO:0031349,GO:0031399,GO:0031401,GO:0031410,GO:0031714,GO:0031715,GO:0031960,GO:0031974,GO:0031982,GO:0031983,GO:0032026,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0032355,GO:0032501,GO:0032502,GO:0032570,GO:0032879,GO:0032940,GO:0032991,GO:0033993,GO:0034762,GO:0034764,GO:0034774,GO:0035578,GO:0036211,GO:0036230,GO:0040008,GO:0042060,GO:0042119,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0042582,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043408,GO:0043410,GO:0043412,GO:0043627,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045087,GO:0045321,GO:0045745,GO:0045765,GO:0045766,GO:0045807,GO:0045862,GO:0045917,GO:0045927,GO:0045937,GO:0046890,GO:0046903,GO:0048037,GO:0048518,GO:0048522,GO:0048545,GO:0048583,GO:0048584,GO:0048638,GO:0048639,GO:0048731,GO:0048856,GO:0050727,GO:0050729,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050817,GO:0050878,GO:0050896,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051384,GO:0051704,GO:0051707,GO:0051716,GO:0060205,GO:0060255,GO:0060627,GO:0061024,GO:0065007,GO:0065008,GO:0070011,GO:0070013,GO:0070372,GO:0070374,GO:0070613,GO:0071704,GO:0071840,GO:0071944,GO:0072376,GO:0080090,GO:0080134,GO:0090207,GO:0097242,GO:0097708,GO:0098657,GO:0099024,GO:0099503,GO:0140096,GO:1901342,GO:1901564,GO:1901654,GO:1901700,GO:1902531,GO:1902533,GO:1903317,GO:1903319,GO:1904018,GO:1905952,GO:1905954,GO:2000026,GO:2000257,GO:2000259,GO:2000425,GO:2000427",-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,ANATO,NTR,Thiol-ester_cl",nan;nan;nan;nan;nan,K03990;K03989;K06530;K03994;K23593,1528.97;1500.83;1135.07;1309.0;1192.6,276.0;264.7;173.8;169.5;158.6,5.3e-82;1.2e-78;3.9e-51;7.2e-50;1.2999999999999999e-46,complement component 3;complement component 4;CD109 antigen;complement component 5;alpha-2-macroglobulin-like protein,Chain,1,510,.,evidence=ECO:0000256,510,Dermacentor-variabilis,yes,276.0
Dermacentor-variabilis_GGQS01021514.1.p1,7994.ENSAMXP00000020227,9.53e-14,83.6,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,480FU@7711|Chordata,49297@7742|Vertebrata,49PXY@7898|Actinopterygii",7898|Actinopterygii,O,complement,c3,-,-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,ANATO,NTR,Thiol-ester_cl",nan;nan;nan;nan;nan,K23593;K23589;K06530;K03910;K03990,1192.6;2514.13;1135.07;2438.63;1528.97,363.1;333.8;276.6;276.6;156.7,2.8e-108;1.6e-99;3.7999999999999996e-82;2.7e-82;5.1999999999999996e-46,alpha-2-macroglobulin-like protein;pregnancy zone protein;CD109 antigen;alpha-2-macroglobulin;complement component 3,Chain,1,566,.,evidence=ECO:0000256,566,Dermacentor-variabilis,yes,363.1
Dermacentor-variabilis_GGQS01021531.1.p1,126957.SMAR005770-PA,7.740000000000001e-70,254.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,421Z4@6656|Arthropoda",6656|Arthropoda,O,Alpha-2-Macroglobulin,-,-,-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K03990;K03989;K06530;K03994;K23593,1528.97;1500.83;1135.07;1309.0;1192.6,362.4;331.6;259.5;197.2;186.8,4.5e-108;7.6e-99;5.5e-77;3.2e-58;4.4e-55,complement component 3;complement component 4;CD109 antigen;complement component 5;alpha-2-macroglobulin-like protein,Chain,1,601,.,evidence=ECO:0000256,601,Dermacentor-variabilis,yes,362.4
Dermacentor-variabilis_GGQS01031379.1.p1,7739.XP_002612866.1,3.6300000000000014e-43,171.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,480FU@7711|Chordata",7711|Chordata,O,complement,C4A,"GO:0001846,GO:0001848,GO:0001849,GO:0002237,GO:0002250,GO:0002252,GO:0002253,GO:0002376,GO:0002443,GO:0002449,GO:0002460,GO:0002673,GO:0002682,GO:0002684,GO:0002697,GO:0002920,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005886,GO:0006464,GO:0006508,GO:0006807,GO:0006810,GO:0006897,GO:0006909,GO:0006955,GO:0006956,GO:0006959,GO:0008150,GO:0008152,GO:0008228,GO:0008233,GO:0008236,GO:0009593,GO:0009595,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010033,GO:0010468,GO:0012505,GO:0016020,GO:0016064,GO:0016192,GO:0016787,GO:0017171,GO:0019222,GO:0019538,GO:0019724,GO:0030100,GO:0030162,GO:0030246,GO:0030424,GO:0030425,GO:0030449,GO:0031347,GO:0031974,GO:0032101,GO:0032490,GO:0032879,GO:0036211,GO:0036477,GO:0042221,GO:0042995,GO:0043005,GO:0043025,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043687,GO:0044215,GO:0044216,GO:0044217,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044297,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0045202,GO:0045807,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050727,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051171,GO:0051179,GO:0051234,GO:0051246,GO:0051606,GO:0051704,GO:0051707,GO:0060255,GO:0060627,GO:0065007,GO:0070011,GO:0070013,GO:0070613,GO:0071704,GO:0071944,GO:0072376,GO:0080090,GO:0080134,GO:0097447,GO:0097458,GO:0098581,GO:0098657,GO:0120025,GO:0120038,GO:0140096,GO:1901564,GO:1903317,GO:2000257,GO:2000425,GO:2000427",-,"ko:K03989,ko:K03990","ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,ANATO,NTR,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K03990;K06530;K03994;K23593,1500.83;1528.97;1135.07;1309.0;1192.6,261.4;190.9;128.9;124.7;119.4,1.2e-77;2.4e-56;1.4e-37;2.5e-36;9.3e-35,complement component 4;complement component 3;CD109 antigen;complement component 5;alpha-2-macroglobulin-like protein,Chain,1,448,.,evidence=ECO:0000256,448,Dermacentor-variabilis,yes,261.4
Dermacentor-variabilis_GGQS01032631.1.p1,126957.SMAR005770-PA,1.31e-88,309.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,421Z4@6656|Arthropoda",6656|Arthropoda,O,Alpha-2-Macroglobulin,-,-,-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K06530;K03990;K23593;K23589,1500.83;1135.07;1528.97;1192.6;2514.13,514.1;468.8;465.0;368.4;305.9,6.9e-154;4e-140;4.9999999999999996e-139;7.100000000000001e-110;4.3e-91,complement component 4;CD109 antigen;complement component 3;alpha-2-macroglobulin-like protein;pregnancy zone protein,Chain,1,609,.,evidence=ECO:0000256,609,Dermacentor-variabilis,yes,514.1
Dermacentor-variabilis_GGQS01032632.1.p1,126957.SMAR005770-PA,4.39e-43,167.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,421Z4@6656|Arthropoda",6656|Arthropoda,O,Alpha-2-Macroglobulin,-,-,-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K03990;K03989;K23593;K03994;K06530,1528.97;1500.83;1192.6;1309.0;1135.07,173.9;171.3;99.8;99.5;93.2,3.4e-51;1.7e-50;7.2e-29;9.7e-29;8.1e-27,complement component 3;complement component 4;alpha-2-macroglobulin-like protein;complement component 5;CD109 antigen,Chain,1,335,.,evidence=ECO:0000256,335,Dermacentor-variabilis,yes,173.9
Dermacentor-variabilis_GGQS01033383.1.p1,34839.XP_005405758.1,3.96e-80,296.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,480FU@7711|Chordata,49297@7742|Vertebrata,3J5VC@40674|Mammalia,35GCY@314146|Euarchontoglires,4PVTY@9989|Rodentia",9989|Rodentia,T,"C3 plays a central role in the activation of the complement system. Its processing by C3 convertase is the central reaction in both classical and alternative complement pathways. After activation C3b can bind covalently, via its reactive thioester, to cell surface carbohydrates or immune aggregates",C3,"GO:0001664,GO:0001796,GO:0001798,GO:0001817,GO:0001819,GO:0001932,GO:0001934,GO:0001969,GO:0001970,GO:0002250,GO:0002252,GO:0002253,GO:0002376,GO:0002443,GO:0002449,GO:0002455,GO:0002460,GO:0002507,GO:0002520,GO:0002673,GO:0002675,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002712,GO:0002714,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0002861,GO:0002863,GO:0002864,GO:0002866,GO:0002883,GO:0002885,GO:0002886,GO:0002888,GO:0002889,GO:0002891,GO:0002892,GO:0002894,GO:0002920,GO:0002922,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0006807,GO:0006810,GO:0006897,GO:0006909,GO:0006911,GO:0006950,GO:0006955,GO:0006956,GO:0006958,GO:0006959,GO:0007275,GO:0007596,GO:0007599,GO:0008150,GO:0008152,GO:0008277,GO:0008289,GO:0009605,GO:0009607,GO:0009611,GO:0009617,GO:0009719,GO:0009725,GO:0009889,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010324,GO:0010468,GO:0010562,GO:0010574,GO:0010575,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010827,GO:0010828,GO:0010866,GO:0010883,GO:0010884,GO:0010954,GO:0014070,GO:0016043,GO:0016064,GO:0016192,GO:0019216,GO:0019220,GO:0019222,GO:0019538,GO:0019724,GO:0022603,GO:0023051,GO:0023056,GO:0030100,GO:0030162,GO:0030449,GO:0031323,GO:0031325,GO:0031326,GO:0031347,GO:0031349,GO:0031399,GO:0031401,GO:0031714,GO:0031715,GO:0031960,GO:0032026,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0032355,GO:0032501,GO:0032502,GO:0032570,GO:0032879,GO:0032991,GO:0033993,GO:0034762,GO:0034764,GO:0040008,GO:0042060,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0043170,GO:0043207,GO:0043408,GO:0043410,GO:0043627,GO:0044238,GO:0044421,GO:0045745,GO:0045765,GO:0045766,GO:0045807,GO:0045862,GO:0045917,GO:0045927,GO:0045937,GO:0046890,GO:0048037,GO:0048518,GO:0048522,GO:0048545,GO:0048583,GO:0048584,GO:0048638,GO:0048639,GO:0048731,GO:0048856,GO:0050727,GO:0050729,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050817,GO:0050878,GO:0050896,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051384,GO:0051704,GO:0051707,GO:0060255,GO:0060627,GO:0061024,GO:0065007,GO:0065008,GO:0070372,GO:0070374,GO:0070613,GO:0071704,GO:0071840,GO:0072376,GO:0080090,GO:0080134,GO:0090207,GO:0097242,GO:0098657,GO:0099024,GO:1901342,GO:1901564,GO:1901654,GO:1901700,GO:1902531,GO:1902533,GO:1903317,GO:1903319,GO:1904018,GO:1905952,GO:1905954,GO:2000026,GO:2000257,GO:2000259,GO:2000425,GO:2000427",-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,ANATO,NTR,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K03990;K06530;K23593;K03994,1500.83;1528.97;1135.07;1192.6;1309.0,691.0;568.7;485.5;401.5;364.3,3e-207;2.6e-170;3.6e-145;7.3e-120;1.2e-108,complement component 4;complement component 3;CD109 antigen;alpha-2-macroglobulin-like protein;complement component 5,Chain,1,1063,.,evidence=ECO:0000256,1063,Dermacentor-variabilis,yes,691.0
Dermacentor-variabilis_GGQS01033504.1.p1,38654.XP_006032701.1,3.29e-87,305.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,480CR@7711|Chordata,48V4X@7742|Vertebrata",7742|Vertebrata,O,alpha-2-macroglobulin-like,A2ML1,"GO:0003674,GO:0004857,GO:0005575,GO:0005576,GO:0005615,GO:0008150,GO:0009892,GO:0010466,GO:0010605,GO:0019222,GO:0030162,GO:0030234,GO:0030414,GO:0031323,GO:0031324,GO:0032268,GO:0032269,GO:0043086,GO:0044092,GO:0044421,GO:0045861,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0065007,GO:0065009,GO:0080090,GO:0098772",-,-,-,-,-,-,-,-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K23593;K06530;K23589;K03910;K03990,1192.6;1135.07;2514.13;2438.63;1528.97,515.2;475.9;448.7;403.3;259.7,3.6e-154;2.8e-142;3.4000000000000003e-134;1.6e-120;4.5e-77,alpha-2-macroglobulin-like protein;CD109 antigen;pregnancy zone protein;alpha-2-macroglobulin;complement component 3,Chain,1,639,.,evidence=ECO:0000256,639,Dermacentor-variabilis,yes,515.2
Dermacentor-variabilis_GGQS01033893.1.p1,52644.XP_010573671.1,7.919999999999998e-91,310.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,480CR@7711|Chordata,48V4X@7742|Vertebrata,4GUJD@8782|Aves",8782|Aves,O,Alpha-2-Macroglobulin,A2M,-,-,ko:K03910,"ko04610,map04610",-,-,-,"ko00000,ko00001,ko04131,ko04147",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K23593;K06530;K23589;K03910;K03990,1192.6;1135.07;2514.13;2438.63;1528.97,568.8;533.2;513.0;464.6;320.4,2.5e-170;1.5e-159;1.3e-153;4.8999999999999996e-139;2.2e-95,alpha-2-macroglobulin-like protein;CD109 antigen;pregnancy zone protein;alpha-2-macroglobulin;complement component 3,Chain,1,488,.,evidence=ECO:0000256,488,Dermacentor-variabilis,yes,568.8
Dermacentor-variabilis_GGQS01038135.1.p1,126957.SMAR002371-PA,6.1e-47,173.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,41VIF@6656|Arthropoda",6656|Arthropoda,O,endopeptidase inhibitor activity,-,-,-,-,-,-,-,-,-,-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K06530;K03990;K03989;K23593;K03994,1135.07;1528.97;1500.83;1192.6;1309.0,119.7;83.9;74.5;65.7;64.3,8.099999999999999e-35;4.7e-24;2.7e-21;1.5e-18;4e-18,CD109 antigen;complement component 3;complement component 4;alpha-2-macroglobulin-like protein;complement component 5,Chain,1,213,.,evidence=ECO:0000256,213,Dermacentor-variabilis,yes,119.7
Dermacentor-variabilis_GGQS01038465.1.p1,32264.tetur04g01020.1,2.76e-43,157.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,41VIF@6656|Arthropoda",6656|Arthropoda,O,endopeptidase inhibitor activity,-,-,-,-,-,-,-,-,-,-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K06530;K03990;K03989;K23593;K03994,1135.07;1528.97;1500.83;1192.6;1309.0,92.1;68.9;58.8;42.6;42.1,1.8e-26;1.6e-19;1.5e-16;1.4e-11;2e-11,CD109 antigen;complement component 3;complement component 4;alpha-2-macroglobulin-like protein;complement component 5,Chain,1,133,.,evidence=ECO:0000256,133,Dermacentor-variabilis,yes,92.1
Dermacentor-variabilis_GGQS01038614.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23593;K23589;K03910;K06530;K03994,1192.6;2514.13;2438.63;1135.07;1309.0,70.0;66.6;49.8;42.3;35.7,7.2e-20;6.7e-19;7.6e-14;1.9e-11;1.7e-09,alpha-2-macroglobulin-like protein;pregnancy zone protein;alpha-2-macroglobulin;CD109 antigen;complement component 5,Chain,1,170,.,evidence=ECO:0000256,170,Dermacentor-variabilis,yes,70.0
Dermacentor-variabilis_GGQS01038765.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K03989;K03990;K06530;K23593;K03910,1500.83;1528.97;1135.07;1192.6;2438.63,61.0;50.3;45.0;32.1;31.6,3.3e-17;6.2e-14;2.8e-12;1.9e-08;2.3e-08,complement component 4;complement component 3;CD109 antigen;alpha-2-macroglobulin-like protein;alpha-2-macroglobulin,Chain,1,106,.,evidence=ECO:0000256,106,Dermacentor-variabilis,yes,61.0
Amblyomma-americanum_evm.model.contig-88738-1.1,126957.SMAR005770-PA,2.58e-145,485.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,421Z4@6656|Arthropoda",6656|Arthropoda,O,Alpha-2-Macroglobulin,-,-,-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K03990;K06530;K23593;K03994,1500.83;1528.97;1135.07;1192.60;1309.00,769.2;703.0;624.2;473.2;449.4,1.2e-230;1.2e-210;7.9e-187;2.5e-141;4e-134,complement component 4;complement component 3;CD109 antigen;alpha-2-macroglobulin-like protein;complement component 5,Signal peptide,1,27,0.83,evidence=ECO:0000256,1103,Amblyomma-americanum,yes,769.2
Amblyomma-americanum_evm.model.contig-12222-1.4,126957.SMAR005770-PA,6.869999999999998e-159,524.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,421Z4@6656|Arthropoda",6656|Arthropoda,O,Alpha-2-Macroglobulin,-,-,-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K03990;K06530;K23593;K03994,1500.83;1528.97;1135.07;1192.6;1309.0,847.0;731.2;636.8;477.7;476.3,4.0000000000000004e-254;3.8e-219;1.2e-190;1.0999999999999999e-142;2.9999999999999998e-142,complement component 4;complement component 3;CD109 antigen;alpha-2-macroglobulin-like protein;complement component 5,Signal peptide,1,31,0.81,evidence=ECO:0000256,1145,Amblyomma-americanum,yes,847.0
Amblyomma-americanum_evm.model.contig-17151-1.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K03990;K03989;K03994;K06530;K23593,1528.97;1500.83;1309.0;1135.07;1192.6,48.5;41.0;30.2;18.8;13.4,3.3e-13;5.4e-11;1.1e-07;0.00033;0.013,complement component 3;complement component 4;complement component 5;CD109 antigen;alpha-2-macroglobulin-like protein,Signal peptide,1,36,0.96,evidence=ECO:0000256,164,Amblyomma-americanum,yes,48.5
